Vendor or Data Broker Name
2020 Imaging
ABB
Accela
Accenture
Aclara
Aclima
Advantech
Aeris Communications
AGT International
Airspan
Airtel
Alibaba
Allegro
Ally
Alstom S.A.
Altair Semiconductor
Altran
Alvarion
Amazon
Ambience Data
AMCS
AMD
America Movil
Amplia Soluciones SL
Analog Devices Inc.
AppGeo
Apple
Appyparking
Arista Networks Inc.
ARM Holdings
Arrow Electronics
Ascom
Asus
AT&T
Atos
Autogrid
Ayyeka
Azavea
Baidu Inc.
BAIR Analytics
Banyanwater
Barbara IoT
Bentley Systems
Blackberry Ltd.
Blyncsy
Bosch
Bosch Software Innovations GmbH
Boston Dynamics
Breezometer
Bridj
Broadcom Corporation
BT Group
Calthorpe Analytics
Capgemini
Caraoke
Cavium Inc.
China Mobile
China Unicom
Ciena Corporation
CIMCON
Cisco
Citibot
Citillo
Citimetrics
Citrix Systems
Cityflo
Citymapper
CivicConnect
Civicsmart
CIVIQ
Clarity Movement Co.
Clearview AI
CloudParc
Cobham Wireless
Colt
Comcast
Compology
Connected Signals
Continuum
Contus
Converge Media
Corona Solutions
Cradlepoint
CrownCastle
Cubic Corporation
CyanConnode
Dassault Systems
Dell
Deloitte
Delta Controls
Dispatchr
Double Map
DOVU
Elichens
Emagin
Emerson Electric Co.
Enel
Energyworx
Enevo
ENGIE
Enterprise Solutions Inc
Ericsson
eSociates
Evopark
Extreme Networks
EZparking
Fan City
Fathom
Filament
Flamencotech
Flock (TALON program)
Flowlabs
Fluentgrid
GE
Genoya
Getmy Parking
Global Traffic Technologies
Google
Gridcure
HAAS Alert
HCL Technologies Ltd.
HERE Swiss
Hewlett Packard
HFCL
Hitachi
Honeywell
HPE
Huawei
IBM
ICONICS
IDC
Infarm
Information-Builders
Inrix
Inspira
Intel
Intelizon Energy
Inventum Technologies
iPgallery
iSoftStone
Itron
Jacobs
Johnson Controls
Kapsch Group
KCUS
KERBSpace Inc
Knightscope
Koninklijke Philips N.V.
KORE Wireless
Leidos
LG CNS
Libelium
Lime
Link
Logic Ladder
Lyft
Mapillary
Maven Systems
Meter Feeder
Metrotech
Microsoft
Mindteck
Miovision
Mobi Passport Smart City
Mobike
Moovel
Moovit
NEC
Neighborland
Nokia
Nordsense
NTT DATA
Numina
One Concern
Oorja On Move
Open Mobility Foundation
Opendatasoft
OptiRTC
Opusone
Oracle Corporation
Palantir
Panasonic
Parkwhiz
Passport
Philips Research
Phoenix Robotix
Pitney Bowes
Plume Labs
PredPol
Proclivis Technology Solutions
PTC
PublicEngines
Purplewifi
QInfra Solutions
Qualcomm Incorporated
Quality Theorem
Rachio
Remix
Replica
Ridlr
RSM Technologies
Rubicon
SAP
Sasaki
Schneider Electric S.A.
Sentiance
Shotspotter
Sidewalk Labs
Siemens AG
Sierra Wireless
Sigfox
Signify
Smart City Capital
Soofa
Spacetime Insight
"Spatial Labs, Inc."
Spice Digital
Spot Hero
Stae
Streetlight Data
StreetParkd
Sullivan & McLaughlin Companies
Swiftly
Takadu
Tantalum
Taser
Telefonica
Telensa
The Omega Group
The Ulysses Group
TICKEY
Toshiba
Tractebel
Trafi
Transit Labs
Transit Screen
Transloc
Trilliant
Uber
Understory
UrbanFootprint
Urbee
Urbiotica
Utilidata
Valor Water Analytics
Varentec
Veniam
Veolia
Verizon
Videonetics Technologies
Vodafone
Volocopter
Watersmart
Where Is My Transport
Wipro
Worldsensing SL
X-Mode
Xaqt
Zagster
Zenysis
Zerocycle
ZiFF Technologies
public wifi
smart kisok
